Routes Data:
           route_id  agency_id route_short_name route_long_name  route_type
9325   3-R97-N-j25-1         TA     51.TA.3-R97-N-j25-1.7.H    3-R97-N-j25-1.7.H                     Gutenstein Bahnhof          R 6515             0       NaN
9326   3-R97-N-j25-1   TA+kow20     52.TA.3-R97-N-j25-1.7.H    3-R97-N-j25-1.7.H                     Gutenstein Bahnhof          R 6519             0       NaN
9327   3-R97-N-j25-1   TA+kow20     53.TA.3-R97-N-j25-1.8.H    3-R97-N-j25-1.8.H                     Gutenstein Bahnhof          R 6511             0       NaN
9328   3-R97-N-j25-1   TA+hbx20     54.TA.3-R97-N-j25-1.8.H    3-R97-N-j25-1.8.H                     Gutenstein Bahnhof          R 6505             0       NaN
9329   3-R97-N-j25-1   TA+ibx20     55.TA.3-R97-N-j25-1.8.H    3-R97-N-j25-1.8.H                     Gutenstein Bahnhof          R 6505             0       NaN
9330   3-R97-N-j25-1   TA+low20     56.TA.3-R97-N-j25-1.9.H    3-R97-N-j25-1.9.H                     Gutenstein Bahnhof          R 6519             0       NaN
9331   3-R97-N-j25-1   TA+kow20      6.TA.3-R97-N-j25-1.2.R    3-R97-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6502             1       NaN
9332   3-R97-N-j25-1   TA+kow20      7.TA.3-R97-N-j25-1.2.R    3-R97-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6506             1       NaN
9333   3-R97-N-j25-1   TA+kow20      8.TA.3-R97-N-j25-1.2.R    3-R97-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6590             1       NaN
9334   3-R97-N-j25-1   TA+kow20      9.TA.3-R97-N-j25-1.2.R    3-R97-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6514             1       NaN
9335   3-R98-N-j25-1   TA+kow20      1.TA.3-R98-N-j25-1.1.R    3-R98-N-j25-1.1.R           Wiener Neustadt Hauptbahnhof          R 6450             1       NaN
9336   3-R98-N-j25-1         TA     10.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6452             1       NaN
9337   3-R98-N-j25-1         TA     11.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6464             1       NaN
9338   3-R98-N-j25-1         TA     12.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6460             1       NaN
9339   3-R98-N-j25-1         TA     13.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6436             1       NaN
9340   3-R98-N-j25-1         TA     14.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6440             1       NaN
9341   3-R98-N-j25-1   TA+0qw20     15.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6472             1       NaN
9342   3-R98-N-j25-1         TA     16.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6444             1       NaN
9343   3-R98-N-j25-1         TA     17.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6432             1       NaN
9344   3-R98-N-j25-1   TA+kow20     18.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6448             1       NaN
9345   3-R98-N-j25-1         TA     19.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6468             1       NaN
9346   3-R98-N-j25-1   TA+kow20      2.TA.3-R98-N-j25-1.1.R    3-R98-N-j25-1.1.R           Wiener Neustadt Hauptbahnhof          R 6446             1       NaN
9347   3-R98-N-j25-1   TA+low20     20.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6488             1       NaN
9348   3-R98-N-j25-1         TA     21.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6456             1       NaN
9349   3-R98-N-j25-1         TA     22.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6420             1       NaN
9350   3-R98-N-j25-1         TA     23.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6424             1       NaN
9351   3-R98-N-j25-1         TA     24.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6416             1       NaN
9352   3-R98-N-j25-1         TA     25.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6428             1       NaN
9353   3-R98-N-j25-1         TA     26.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6412             1       NaN
9354   3-R98-N-j25-1   TA+low20     27.TA.3-R98-N-j25-1.3.R    3-R98-N-j25-1.3.R                      Wien Hauptbahnhof          R 6448             1       NaN
9355   3-R98-N-j25-1   TA+kow20     28.TA.3-R98-N-j25-1.4.H    3-R98-N-j25-1.4.H                     Winzendorf Bahnhof          R 6445             0       NaN
9356   3-R98-N-j25-1   TA+kow20     29.TA.3-R98-N-j25-1.4.H    3-R98-N-j25-1.4.H                     Winzendorf Bahnhof          R 6449             0       NaN
9357   3-R98-N-j25-1   TA+kow20      3.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6400             1       NaN
9358   3-R98-N-j25-1   TA+aww20     30.TA.3-R98-N-j25-1.5.H    3-R98-N-j25-1.5.H                     Willendorf Bahnhof          R 6475             0       NaN
9359   3-R98-N-j25-1   TA+ibx20     31.TA.3-R98-N-j25-1.6.H    3-R98-N-j25-1.6.H         Puchberg am Schneeberg Bahnhof          R 6407             0       NaN
9360   3-R98-N-j25-1   TA+low20     32.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6479             0       NaN
9361   3-R98-N-j25-1         TA     33.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6411             0       NaN
9362   3-R98-N-j25-1         TA     34.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6415             0       NaN
9363   3-R98-N-j25-1         TA     35.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6423             0       NaN
9364   3-R98-N-j25-1   TA+low20     36.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6487             0       NaN
9365   3-R98-N-j25-1         TA     37.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6431             0       NaN
9366   3-R98-N-j25-1         TA     38.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6459             0       NaN
9367   3-R98-N-j25-1         TA     39.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6435             0       NaN
9368   3-R98-N-j25-1   TA+kow20      4.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6402             1       NaN
9369   3-R98-N-j25-1         TA     40.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6427             0       NaN
9370   3-R98-N-j25-1         TA     41.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6455             0       NaN
9371   3-R98-N-j25-1         TA     42.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6439             0       NaN
9372   3-R98-N-j25-1         TA     43.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6447             0       NaN
9373   3-R98-N-j25-1         TA     44.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6467             0       NaN
9374   3-R98-N-j25-1         TA     45.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6451             0       NaN
9375   3-R98-N-j25-1   TA+mow20     46.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6475             0       NaN
9376   3-R98-N-j25-1         TA     47.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6463             0       NaN
9377   3-R98-N-j25-1         TA     48.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6443             0       NaN
9378   3-R98-N-j25-1         TA     49.TA.3-R98-N-j25-1.7.H    3-R98-N-j25-1.7.H         Puchberg am Schneeberg Bahnhof          R 6471             0       NaN
9379   3-R98-N-j25-1   TA+kow20      5.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6404             1       NaN
9380   3-R98-N-j25-1   TA+hbx20     50.TA.3-R98-N-j25-1.8.H    3-R98-N-j25-1.8.H         Puchberg am Schneeberg Bahnhof          R 6407             0       NaN
9381   3-R98-N-j25-1   TA+low20     51.TA.3-R98-N-j25-1.9.H    3-R98-N-j25-1.9.H         Puchberg am Schneeberg Bahnhof          R 6419             0       NaN
9382   3-R98-N-j25-1   TA+kow20      6.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6406             1       NaN
9383   3-R98-N-j25-1   TA+kow20      7.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6490             1       NaN
9384   3-R98-N-j25-1   TA+kow20      8.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6408             1       NaN
9385   3-R98-N-j25-1   TA+low20      9.TA.3-R98-N-j25-1.2.R    3-R98-N-j25-1.2.R           Wiener Neustadt Hauptbahnhof          R 6484             1       NaN
9386    3-R9-S-j25-1         TA       1.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3570             1       NaN
9387    3-R9-S-j25-1   TA+qow20      10.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3554             1     776.0
9388    3-R9-S-j25-1         TA      11.TA.3-R9-S-j25-1.2.R     3-R9-S-j25-1.2.R                     Schwarzach-St.Veit          R 3552             1       NaN
9389    3-R9-S-j25-1   TA+qow20      12.TA.3-R9-S-j25-1.2.R     3-R9-S-j25-1.2.R                     Schwarzach-St.Veit          R 3550             1       NaN
9390    3-R9-S-j25-1   TA+2vw20      13.TA.3-R9-S-j25-1.3.H     3-R9-S-j25-1.3.H                             St.Michael          R 4473             0     779.0
9391    3-R9-S-j25-1   TA+qow20      14.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 4473             0     780.0
9392    3-R9-S-j25-1         TA      15.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3561             0       NaN
9393    3-R9-S-j25-1         TA      16.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3569             0       NaN
9394    3-R9-S-j25-1         TA      17.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3559             0       NaN
9395    3-R9-S-j25-1         TA      18.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3565             0       NaN
9396    3-R9-S-j25-1   TA+2vw20      19.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3557             0       NaN
9397    3-R9-S-j25-1   TA+kow20       2.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3558             1     775.0
9398    3-R9-S-j25-1         TA      20.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3563             0       NaN
9399    3-R9-S-j25-1         TA      21.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3567             0       NaN
9400    3-R9-S-j25-1   TA+5vw20      22.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3571             0       NaN
9401    3-R9-S-j25-1   TA+1pw20      23.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3571             0     777.0
9402    3-R9-S-j25-1   TA+kow20      24.TA.3-R9-S-j25-1.4.H     3-R9-S-j25-1.4.H                             Schladming          R 3555             0     778.0
9403    3-R9-S-j25-1   TA+kow20      25.TA.3-R9-S-j25-1.5.H     3-R9-S-j25-1.5.H                             Schladming          R 3595             0       NaN
9404    3-R9-S-j25-1         TA      26.TA.3-R9-S-j25-1.6.H     3-R9-S-j25-1.6.H                             Schladming          R 3573             0       NaN
9405    3-R9-S-j25-1         TA       3.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3560             1       NaN
9406    3-R9-S-j25-1         TA       4.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3562             1       NaN
9407    3-R9-S-j25-1         TA       5.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3564             1       NaN
9408    3-R9-S-j25-1         TA       6.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3566             1       NaN
9409    3-R9-S-j25-1   TA+low20       7.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3558             1       NaN
9410    3-R9-S-j25-1         TA       8.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3568             1       NaN
9411    3-R9-S-j25-1   TA+2vw20       9.TA.3-R9-S-j25-1.1.R     3-R9-S-j25-1.1.R                          Bischofshofen          R 3556             1       NaN
9412     3-RW1-j25-1   TA+7py20        1.TA.3-RW1-j25-1.1.R      3-RW1-j25-1.1.R                       Wien Floridsdorf         R 23200             1     326.0
9413     3-RW1-j25-1   TA+kay20        2.TA.3-RW1-j25-1.1.R      3-RW1-j25-1.1.R                       Wien Floridsdorf         R 23238             1     328.0
9414     3-RW1-j25-1   TA+low20        3.TA.3-RW1-j25-1.1.R      3-RW1-j25-1.1.R                       Wien Floridsdorf         R 23238             1     329.0
9415     3-RW1-j25-1   TA+qoy20        4.TA.3-RW1-j25-1.2.R      3-RW1-j25-1.2.R                    Gänserndorf Bahnhof         R 23238             1     355.0
9416     3-RW1-j25-1   TA+qoy20        5.TA.3-RW1-j25-1.2.R      3-RW1-j25-1.2.R                    Gänserndorf Bahnhof         R 23200             1     327.0
9417     3-RW1-j25-1   TA+qoy20        6.TA.3-RW1-j25-1.3.H      3-RW1-j25-1.3.H            Payerbach-Reichenau Bahnhof          R 2911             0     886.0
9418     3-RW1-j25-1   TA+qoy20        7.TA.3-RW1-j25-1.3.H      3-RW1-j25-1.3.H            Payerbach-Reichenau Bahnhof          R 2915             0     887.0
9419   4-CJ1-T-j25-1         TA      1.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6117             1       NaN
9420   4-CJ1-T-j25-1         TA     10.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6124             0       NaN
9421   4-CJ1-T-j25-1         TA     11.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6104             0       NaN
9422   4-CJ1-T-j25-1         TA     12.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6128             0       NaN
9423   4-CJ1-T-j25-1         TA     13.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6108             0       NaN
9424   4-CJ1-T-j25-1         TA     14.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6102             0       NaN
9425   4-CJ1-T-j25-1         TA     15.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6116             0       NaN
9426   4-CJ1-T-j25-1         TA     16.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6120             0       NaN
9427   4-CJ1-T-j25-1         TA     17.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6132             0       NaN
9428   4-CJ1-T-j25-1         TA     18.TA.4-CJ1-T-j25-1.3.H    4-CJ1-T-j25-1.3.H                 Innsbruck Hauptbahnhof        CJX 6112             0       NaN
9429   4-CJ1-T-j25-1         TA      2.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6133             1       NaN
9430   4-CJ1-T-j25-1         TA      3.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6129             1       NaN
9431   4-CJ1-T-j25-1         TA      4.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6121             1       NaN
9432   4-CJ1-T-j25-1         TA      5.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6113             1       NaN
9433   4-CJ1-T-j25-1         TA      6.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6125             1       NaN
9434   4-CJ1-T-j25-1         TA      7.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6109             1       NaN
9435   4-CJ1-T-j25-1         TA      8.TA.4-CJ1-T-j25-1.1.R    4-CJ1-T-j25-1.1.R                       Kufstein Bahnhof        CJX 6105             1     888.0
9436   4-CJ1-T-j25-1   TA+kow20      9.TA.4-CJ1-T-j25-1.2.R    4-CJ1-T-j25-1.2.R                 Innsbruck Hauptbahnhof        CJX 6137             1       NaN
9437   4-CJ5-X-j25-1   TA+07x20      1.TA.4-CJ5-X-j25-1.1.R    4-CJ5-X-j25-1.1.R                       Wien Westbahnhof       CJX 31947             1       NaN
9438   4-CJ5-X-j25-1         TA     10.TA.4-CJ5-X-j25-1.5.R    4-CJ5-X-j25-1.5.R                       Wien Westbahnhof        CJX 1901             1       NaN
9439   4-CJ5-X-j25-1   TA+kow20     11.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1903             1       NaN
9440   4-CJ5-X-j25-1         TA     12.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1919             1       NaN
9441   4-CJ5-X-j25-1         TA     13.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1913             1       NaN
9442   4-CJ5-X-j25-1         TA     14.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1917             1       NaN
9443   4-CJ5-X-j25-1         TA     15.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1915             1       NaN
9444   4-CJ5-X-j25-1         TA     16.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1921             1       NaN
9445   4-CJ5-X-j25-1         TA     17.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1923             1       NaN
9446   4-CJ5-X-j25-1         TA     18.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1939             1       NaN
9447   4-CJ5-X-j25-1   TA+low20     19.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1925             1     771.0
9448   4-CJ5-X-j25-1   TA+kow20      2.TA.4-CJ5-X-j25-1.2.R    4-CJ5-X-j25-1.2.R                       Wien Westbahnhof        CJX 9113             1     844.0
9449   4-CJ5-X-j25-1   TA+kow20     20.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1925             1       NaN
9450   4-CJ5-X-j25-1         TA     21.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1927             1       NaN
9451   4-CJ5-X-j25-1         TA     22.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1929             1       NaN
9452   4-CJ5-X-j25-1         TA     23.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1945             1       NaN
9453   4-CJ5-X-j25-1         TA     24.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1931             1       NaN
9454   4-CJ5-X-j25-1         TA     25.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1933             1       NaN
9455   4-CJ5-X-j25-1         TA     26.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1943             1       NaN
9456   4-CJ5-X-j25-1         TA     27.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1941             1       NaN
9457   4-CJ5-X-j25-1         TA     28.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1937             1       NaN
9458   4-CJ5-X-j25-1   TA+79x20     29.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1947             1       NaN
9459   4-CJ5-X-j25-1   TA+kow20      3.TA.4-CJ5-X-j25-1.3.R    4-CJ5-X-j25-1.3.R                St. Pölten Hauptbahnhof        CJX 1949             1       NaN
9460   4-CJ5-X-j25-1   TA+kow20     30.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1909             1     855.0
9461   4-CJ5-X-j25-1   TA+low20     31.TA.4-CJ5-X-j25-1.6.R    4-CJ5-X-j25-1.6.R                       Wien Westbahnhof        CJX 1909             1     858.0
9462   4-CJ5-X-j25-1   TA+x6x20     32.TA.4-CJ5-X-j25-1.7.R    4-CJ5-X-j25-1.7.R                       Wien Westbahnhof        CJX 2099             1       NaN
9463   4-CJ5-X-j25-1   TA+kow20     33.TA.4-CJ5-X-j25-1.8.R    4-CJ5-X-j25-1.8.R                       Wien Westbahnhof        CJX 1935             1       NaN
9464   4-CJ5-X-j25-1   TA+kow20     34.TA.4-CJ5-X-j25-1.9.R    4-CJ5-X-j25-1.9.R                       Wien Westbahnhof        CJX 9101             1       NaN
9465   4-CJ5-X-j25-1   TA+kow20     35.TA.4-CJ5-X-j25-1.9.R    4-CJ5-X-j25-1.9.R                       Wien Westbahnhof        CJX 9103             1       NaN
9466   4-CJ5-X-j25-1   TA+kow20     36.TA.4-CJ5-X-j25-1.9.R    4-CJ5-X-j25-1.9.R                       Wien Westbahnhof        CJX 9105             1       NaN
9467   4-CJ5-X-j25-1   TA+kow20     37.TA.4-CJ5-X-j25-1.9.R    4-CJ5-X-j25-1.9.R                       Wien Westbahnhof        CJX 9107             1       NaN
9468   4-CJ5-X-j25-1   TA+low20    38.TA.4-CJ5-X-j25-1.10.R   4-CJ5-X-j25-1.10.R                       Wien Westbahnhof        CJX 9109             1     772.0
9469   4-CJ5-X-j25-1   TA+07x20    39.TA.4-CJ5-X-j25-1.11.H   4-CJ5-X-j25-1.11.H                    Tullnerfeld Bahnhof       CJX 31940             0       NaN
9470   4-CJ5-X-j25-1   TA+aay20      4.TA.4-CJ5-X-j25-1.3.R    4-CJ5-X-j25-1.3.R                St. Pölten Hauptbahnhof        CJX 1947             1       NaN
9471   4-CJ5-X-j25-1   TA+kow20    40.TA.4-CJ5-X-j25-1.12.H   4-CJ5-X-j25-1.12.H                St. Pölten Hauptbahnhof        CJX 1944             0       NaN
9472   4-CJ5-X-j25-1   TA+kow20    41.TA.4-CJ5-X-j25-1.12.H   4-CJ5-X-j25-1.12.H                St. Pölten Hauptbahnhof        CJX 1942             0       NaN
9473   4-CJ5-X-j25-1   TA+1vw20    42.TA.4-CJ5-X-j25-1.13.H   4-CJ5-X-j25-1.13.H                St. Pölten Hauptbahnhof        CJX 2080             0       NaN
9474   4-CJ5-X-j25-1   TA+1vw20    43.TA.4-CJ5-X-j25-1.14.H   4-CJ5-X-j25-1.14.H                  Kleinreifling Bahnhof        CJX 1600             0     814.0
9475   4-CJ5-X-j25-1   TA+07x20    44.TA.4-CJ5-X-j25-1.15.H   4-CJ5-X-j25-1.15.H                      Amstetten Bahnhof        CJX 1938             0       NaN
9476   4-CJ5-X-j25-1   TA+07x20    45.TA.4-CJ5-X-j25-1.15.H   4-CJ5-X-j25-1.15.H                      Amstetten Bahnhof        CJX 1940             0       NaN
9477   4-CJ5-X-j25-1   TA+byw20    46.TA.4-CJ5-X-j25-1.15.H   4-CJ5-X-j25-1.15.H                      Amstetten Bahnhof        CJX 1682             0     889.0
9478   4-CJ5-X-j25-1   TA+kow20    47.TA.4-CJ5-X-j25-1.16.H   4-CJ5-X-j25-1.16.H                      Amstetten Bahnhof        CJX 1902             0       NaN
9479   4-CJ5-X-j25-1   TA+bww20    48.TA.4-CJ5-X-j25-1.16.H   4-CJ5-X-j25-1.16.H                      Amstetten Bahnhof        CJX 9120             0     859.0
9480   4-CJ5-X-j25-1   TA+kow20    49.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1916             0       NaN
9481   4-CJ5-X-j25-1   TA+byw20      5.TA.4-CJ5-X-j25-1.3.R    4-CJ5-X-j25-1.3.R                St. Pölten Hauptbahnhof        CJX 2099             1       NaN
9482   4-CJ5-X-j25-1         TA    50.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1914             0       NaN
9483   4-CJ5-X-j25-1         TA    51.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1908             0       NaN
9484   4-CJ5-X-j25-1         TA    52.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1910             0       NaN
9485   4-CJ5-X-j25-1         TA    53.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1906             0       NaN
9486   4-CJ5-X-j25-1         TA    54.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1912             0       NaN
9487   4-CJ5-X-j25-1         TA    55.TA.4-CJ5-X-j25-1.17.H   4-CJ5-X-j25-1.17.H                      Amstetten Bahnhof        CJX 1904             0       NaN
