Routes Data:
           route_id  agency_id route_short_name route_long_name  route_type
603      12-A1-j25-1   TA+02y20      136.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     588.0
604      12-A1-j25-1   TA+1ky20       14.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     492.0
605      12-A1-j25-1   TA+4ky20       15.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     493.0
606      12-A1-j25-1   TA+vdy20       16.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     494.0
607      12-A1-j25-1   TA+7dx20       17.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     495.0
608      12-A1-j25-1   TA+0xx20       18.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     496.0
609      12-A1-j25-1   TA+07x20       19.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     497.0
610      12-A1-j25-1   TA+kry20        2.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     480.0
611      12-A1-j25-1   TA+qdy20       20.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     498.0
612      12-A1-j25-1   TA+sdy20       21.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     499.0
613      12-A1-j25-1   TA+tdy20       22.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     500.0
614      12-A1-j25-1   TA+pdy20       23.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     501.0
615      12-A1-j25-1   TA+91y20       24.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     502.0
616      12-A1-j25-1   TA+b1y20       25.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     503.0
617      12-A1-j25-1   TA+tdy20       26.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     504.0
618      12-A1-j25-1   TA+ydy20       27.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     505.0
619      12-A1-j25-1   TA+vdy20       28.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     506.0
620      12-A1-j25-1   TA+qdy20       29.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     507.0
621      12-A1-j25-1   TA+pdy20        3.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     481.0
622      12-A1-j25-1   TA+ndy20       30.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     508.0
623      12-A1-j25-1   TA+cgx20       31.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     509.0
624      12-A1-j25-1   TA+bxx20       32.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     510.0
625      12-A1-j25-1   TA+nry20       33.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     511.0
626      12-A1-j25-1   TA+rdy20       34.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     512.0
627      12-A1-j25-1   TA+28y20       35.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     513.0
628      12-A1-j25-1   TA+b2x20       36.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     514.0
629      12-A1-j25-1   TA+ptx20       37.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     515.0
630      12-A1-j25-1   TA+6ky20       38.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     516.0
631      12-A1-j25-1   TA+b1y20       39.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     517.0
632      12-A1-j25-1   TA+lry20        4.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     482.0
633      12-A1-j25-1   TA+ckx20       40.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     518.0
634      12-A1-j25-1   TA+lry20       41.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     519.0
635      12-A1-j25-1   TA+28y20       42.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     520.0
636      12-A1-j25-1   TA+5dx20       43.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     521.0
637      12-A1-j25-1   TA+0xx20       44.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     522.0
638      12-A1-j25-1   TA+07x20       45.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     523.0
639      12-A1-j25-1   TA+4ky20       46.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     524.0
640      12-A1-j25-1   TA+7dx20       47.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     525.0
641      12-A1-j25-1   TA+lsx20       48.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     526.0
642      12-A1-j25-1   TA+nry20       49.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     527.0
643      12-A1-j25-1   TA+b2x20        5.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     483.0
644      12-A1-j25-1   TA+rdy20       50.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     528.0
645      12-A1-j25-1   TA+1ky20       51.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona        NJ 40420             1     529.0
646      12-A1-j25-1   TA+6ky20       52.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     530.0
647      12-A1-j25-1   TA+ryw20       53.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     533.0
648      12-A1-j25-1   TA+jtx20       54.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     534.0
649      12-A1-j25-1   TA+msw20       55.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof          NJ 469             1     535.0
650      12-A1-j25-1   TA+ptx20       56.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     536.0
651      12-A1-j25-1   TA+3xx20       57.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     537.0
652      12-A1-j25-1   TA+e1y20       58.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     538.0
653      12-A1-j25-1   TA+ktx20       59.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     539.0
654      12-A1-j25-1   TA+ptx20        6.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     484.0
655      12-A1-j25-1   TA+b2x20       60.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     540.0
656      12-A1-j25-1   TA+mtx20       61.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     541.0
657      12-A1-j25-1   TA+itx20       62.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     542.0
658      12-A1-j25-1   TA+ltx20       63.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     543.0
659      12-A1-j25-1   TA+htx20       64.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     544.0
660      12-A1-j25-1   TA+3fy20       65.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     545.0
661      12-A1-j25-1   TA+2ay20       66.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     546.0
662      12-A1-j25-1   TA+ory20       67.TA.12-A1-j25-1.2.R      12-A1-j25-1.2.R                      Wien Hauptbahnhof        NJ 40425             1     547.0
663      12-A1-j25-1   TA+4yw20       68.TA.12-A1-j25-1.3.R      12-A1-j25-1.3.R                     Warszawa Wschodnia          EN 406             1       NaN
664      12-A1-j25-1   TA+o0y20       69.TA.12-A1-j25-1.3.R      12-A1-j25-1.3.R                     Warszawa Wschodnia          EN 406             1       NaN
665      12-A1-j25-1   TA+cgx20        7.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     485.0
666      12-A1-j25-1   TA+07x20       70.TA.12-A1-j25-1.3.R      12-A1-j25-1.3.R                     Warszawa Wschodnia          EN 406             1       NaN
667      12-A1-j25-1   TA+97y20       71.TA.12-A1-j25-1.3.R      12-A1-j25-1.3.R                     Warszawa Wschodnia          EN 406             1       NaN
668      12-A1-j25-1   TA+dny20       72.TA.12-A1-j25-1.3.R      12-A1-j25-1.3.R                     Warszawa Wschodnia          EN 406             1       NaN
669      12-A1-j25-1   TA+g1y20       73.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     548.0
670      12-A1-j25-1   TA+6ey20       74.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     549.0
671      12-A1-j25-1   TA+3ey20       75.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     550.0
672      12-A1-j25-1   TA+5ey20       76.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     551.0
673      12-A1-j25-1   TA+3ey20       77.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     552.0
674      12-A1-j25-1   TA+pry20       78.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     553.0
675      12-A1-j25-1   TA+41y20       79.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     554.0
676      12-A1-j25-1   TA+bxx20        8.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     486.0
677      12-A1-j25-1   TA+b1y20       80.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     555.0
678      12-A1-j25-1   TA+g1y20       81.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     556.0
679      12-A1-j25-1   TA+91y20       82.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     557.0
680      12-A1-j25-1   TA+0ey20       83.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     558.0
681      12-A1-j25-1   TA+41y20       84.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     559.0
682      12-A1-j25-1   TA+alx20       85.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     560.0
683      12-A1-j25-1   TA+k9y20       86.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     561.0
684      12-A1-j25-1   TA+l9y20       87.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     562.0
685      12-A1-j25-1   TA+qry20       88.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     563.0
686      12-A1-j25-1   TA+9ey20       89.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     557.0
687      12-A1-j25-1   TA+91y20        9.TA.12-A1-j25-1.1.R      12-A1-j25-1.1.R                         Hamburg-Altona          NJ 420             1     487.0
688      12-A1-j25-1   TA+six20       90.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     557.0
689      12-A1-j25-1   TA+91y20       91.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     564.0
690      12-A1-j25-1   TA+pry20       92.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     565.0
691      12-A1-j25-1   TA+b1y20       93.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     566.0
692      12-A1-j25-1   TA+fqx20       94.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     567.0
693      12-A1-j25-1   TA+six20       95.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     568.0
694      12-A1-j25-1   TA+rry20       96.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     557.0
695      12-A1-j25-1   TA+lsx20       97.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     569.0
696      12-A1-j25-1   TA+adx20       98.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof          NJ 421             0     557.0
697      12-A1-j25-1   TA+07x20       99.TA.12-A1-j25-1.4.H      12-A1-j25-1.4.H                 Innsbruck Hauptbahnhof        NJ 40491             0     570.0
698     12-A-1-j25-1   TA+doy20       1.TA.12-A-1-j25-1.1.R     12-A-1-j25-1.1.R                              Zürich HB        EN 40414             1     462.0
699     12-A-1-j25-1   TA+3dx20      10.TA.12-A-1-j25-1.5.H     12-A-1-j25-1.5.H             Split željeznički kolodvor         EN 1415             0     469.0
700     12-A-1-j25-1   TA+o4y20      11.TA.12-A-1-j25-1.6.H     12-A-1-j25-1.6.H                 Zagreb Glavni kolodvor        EN 40465             0     470.0
701     12-A-1-j25-1   TA+11y20      12.TA.12-A-1-j25-1.6.H     12-A-1-j25-1.6.H                 Zagreb Glavni kolodvor        EN 40465             0     471.0
702     12-A-1-j25-1   TA+eky20      13.TA.12-A-1-j25-1.6.H     12-A-1-j25-1.6.H                 Zagreb Glavni kolodvor        EN 40465             0     472.0
703     12-A-1-j25-1   TA+a5y20      14.TA.12-A-1-j25-1.6.H     12-A-1-j25-1.6.H                 Zagreb Glavni kolodvor         EN 1415             0     473.0
704     12-A-1-j25-1   TA+a5y20      15.TA.12-A-1-j25-1.7.H     12-A-1-j25-1.7.H                 Zagreb Glavni kolodvor         EN 1415             0     469.0
705     12-A-1-j25-1   TA+3dx20      16.TA.12-A-1-j25-1.7.H     12-A-1-j25-1.7.H                 Zagreb Glavni kolodvor         EN 1415             0     473.0
706     12-A-1-j25-1   TA+evw20      17.TA.12-A-1-j25-1.8.H     12-A-1-j25-1.8.H                 Zagreb Glavni kolodvor        EN 40237             0     474.0
707     12-A-1-j25-1   TA+gvw20      18.TA.12-A-1-j25-1.9.H     12-A-1-j25-1.9.H                      Graz Hauptbahnhof          NJ 465             0     475.0
708     12-A-1-j25-1   TA+11y20     19.TA.12-A-1-j25-1.10.H    12-A-1-j25-1.10.H                      Graz Hauptbahnhof         NJ 1465             0     476.0
709     12-A-1-j25-1   TA+h8y20       2.TA.12-A-1-j25-1.1.R     12-A-1-j25-1.1.R                              Zürich HB        EN 40414             1     463.0
710     12-A-1-j25-1   TA+o4y20     20.TA.12-A-1-j25-1.10.H    12-A-1-j25-1.10.H                      Graz Hauptbahnhof         NJ 1465             0     477.0
711     12-A-1-j25-1   TA+eky20     21.TA.12-A-1-j25-1.11.H    12-A-1-j25-1.11.H                      Graz Hauptbahnhof         NJ 1465             0     478.0
712     12-A-1-j25-1   TA+o4y20     22.TA.12-A-1-j25-1.12.H    12-A-1-j25-1.12.H                 Zagreb Glavni kolodvor        EN 40465             0     470.0
713     12-A-1-j25-1   TA+11y20     23.TA.12-A-1-j25-1.12.H    12-A-1-j25-1.12.H                 Zagreb Glavni kolodvor        EN 40465             0     471.0
714     12-A-1-j25-1   TA+eky20     24.TA.12-A-1-j25-1.13.H    12-A-1-j25-1.13.H                 Zagreb Glavni kolodvor        EN 40465             0     472.0
715     12-A-1-j25-1   TA+eky20       3.TA.12-A-1-j25-1.2.R     12-A-1-j25-1.2.R                              Zürich HB        EN 40414             1     464.0
716     12-A-1-j25-1   TA+h8y20       4.TA.12-A-1-j25-1.3.R     12-A-1-j25-1.3.R                              Zürich HB         NJ 1464             1     465.0
717     12-A-1-j25-1   TA+doy20       5.TA.12-A-1-j25-1.3.R     12-A-1-j25-1.3.R                              Zürich HB         NJ 1464             1     466.0
718     12-A-1-j25-1   TA+gvw20       6.TA.12-A-1-j25-1.3.R     12-A-1-j25-1.3.R                              Zürich HB          NJ 464             1       NaN
719     12-A-1-j25-1   TA+eky20       7.TA.12-A-1-j25-1.4.R     12-A-1-j25-1.4.R                              Zürich HB         NJ 1464             1       NaN
720     12-A-1-j25-1   TA+08y20       8.TA.12-A-1-j25-1.5.H     12-A-1-j25-1.5.H             Split željeznički kolodvor         EN 1153             0     467.0
721     12-A-1-j25-1   TA+gkx20       9.TA.12-A-1-j25-1.5.H     12-A-1-j25-1.5.H             Split željeznički kolodvor         EN 1153             0     468.0
722      12-A3-j25-1   TA+5dx20        1.TA.12-A3-j25-1.1.R      12-A3-j25-1.1.R                 Stuttgart Hauptbahnhof        EN 50462             1     634.0
723      12-A3-j25-1   TA+aww20       10.TA.12-A3-j25-1.3.R      12-A3-j25-1.3.R                              Zürich HB        EN 40462             1     635.0
724      12-A3-j25-1         TA       11.TA.12-A3-j25-1.4.R      12-A3-j25-1.4.R                        Bregenz Bahnhof          NJ 446             1       NaN
725      12-A3-j25-1   TA+j6y20       12.TA.12-A3-j25-1.5.H      12-A3-j25-1.5.H                        Budapest-Keleti        EN 40467             0     640.0
726      12-A3-j25-1   TA+j5y20       13.TA.12-A3-j25-1.5.H      12-A3-j25-1.5.H                        Budapest-Keleti        EN 40467             0     641.0
727      12-A3-j25-1   TA+s9y20       14.TA.12-A3-j25-1.6.H      12-A3-j25-1.6.H                        Budapest-Keleti        EN 50237             0     642.0
728      12-A3-j25-1   TA+9ww20       15.TA.12-A3-j25-1.6.H      12-A3-j25-1.6.H                        Budapest-Keleti        EN 50237             0     643.0
729      12-A3-j25-1   TA+s1y20       16.TA.12-A3-j25-1.6.H      12-A3-j25-1.6.H                        Budapest-Keleti        EN 50237             0     644.0
730      12-A3-j25-1         TA       17.TA.12-A3-j25-1.7.H      12-A3-j25-1.7.H         Wien Hauptbahnhof Autoreisezug          NJ 447             0       NaN
731      12-A3-j25-1   TA+blx20        2.TA.12-A3-j25-1.1.R      12-A3-j25-1.1.R                 Stuttgart Hauptbahnhof        EN 50462             1     635.0
732      12-A3-j25-1   TA+h8y20        3.TA.12-A3-j25-1.2.R      12-A3-j25-1.2.R                              Zürich HB          NJ 466             1     636.0
733      12-A3-j25-1   TA+g8y20        4.TA.12-A3-j25-1.2.R      12-A3-j25-1.2.R                              Zürich HB          NJ 466             1     637.0
734      12-A3-j25-1   TA+9ww20        5.TA.12-A3-j25-1.2.R      12-A3-j25-1.2.R                              Zürich HB          NJ 466             1     638.0
735      12-A3-j25-1   TA+aww20        6.TA.12-A3-j25-1.2.R      12-A3-j25-1.2.R                              Zürich HB          NJ 466             1     639.0
736      12-A3-j25-1   TA+h8y20        7.TA.12-A3-j25-1.3.R      12-A3-j25-1.3.R                              Zürich HB        EN 40462             1     635.0
737      12-A3-j25-1   TA+g8y20        8.TA.12-A3-j25-1.3.R      12-A3-j25-1.3.R                              Zürich HB        EN 40462             1     635.0
738      12-A3-j25-1   TA+9ww20        9.TA.12-A3-j25-1.3.R      12-A3-j25-1.3.R                              Zürich HB        EN 40462             1     635.0
739     12-A85-j25-1   TA+aww20       1.TA.12-A85-j25-1.1.R     12-A85-j25-1.1.R                  Salzburg Hauptbahnhof          NJ 294             1       NaN
740     12-A85-j25-1   TA+aww20      10.TA.12-A85-j25-1.6.H     12-A85-j25-1.6.H                    Venezia Santa Lucia          NJ 237             0     652.0
741     12-A85-j25-1   TA+gvw20      11.TA.12-A85-j25-1.7.H     12-A85-j25-1.7.H                    La Spezia, Centrale          NJ 295             0     653.0
742     12-A85-j25-1   TA+gvw20      12.TA.12-A85-j25-1.7.H     12-A85-j25-1.7.H                    La Spezia, Centrale        NJ 40295             0     654.0
743     12-A85-j25-1   TA+89x20       2.TA.12-A85-j25-1.2.R     12-A85-j25-1.2.R                   München Hauptbahnhof          NJ 294             1     645.0
744     12-A85-j25-1   TA+89x20       3.TA.12-A85-j25-1.2.R     12-A85-j25-1.2.R                   München Hauptbahnhof        NJ 40235             1     646.0
745     12-A85-j25-1   TA+5ox20       4.TA.12-A85-j25-1.3.R     12-A85-j25-1.3.R                   München Hauptbahnhof          NJ 294             1     647.0
746     12-A85-j25-1   TA+5ox20       5.TA.12-A85-j25-1.3.R     12-A85-j25-1.3.R                   München Hauptbahnhof        NJ 40235             1     648.0
747     12-A85-j25-1   TA+26x20       6.TA.12-A85-j25-1.4.R     12-A85-j25-1.4.R                 Stuttgart Hauptbahnhof          NJ 236             1     649.0
748     12-A85-j25-1   TA+09x20       7.TA.12-A85-j25-1.4.R     12-A85-j25-1.4.R                 Stuttgart Hauptbahnhof          NJ 236             1     650.0
749     12-A85-j25-1   TA+gvw20       8.TA.12-A85-j25-1.5.H     12-A85-j25-1.5.H                   Villach Hauptbahnhof          EN 415             0       NaN
750     12-A85-j25-1   TA+9ww20       9.TA.12-A85-j25-1.6.H     12-A85-j25-1.6.H                    Venezia Santa Lucia          NJ 237             0     651.0
751     12-A86-j25-1   TA+g3y20       1.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof        NJ 40294             1     655.0
752     12-A86-j25-1   TA+g3y20      10.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof          NJ 235             1     665.0
753     12-A86-j25-1   TA+foy20      11.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof          NJ 235             1     666.0
754     12-A86-j25-1   TA+6gy20      12.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof          NJ 235             1     666.0
755     12-A86-j25-1   TA+l3y20      13.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0     668.0
756     12-A86-j25-1   TA+i7y20      14.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0     669.0
757     12-A86-j25-1   TA+8ly20      15.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
758     12-A86-j25-1   TA+56x20      16.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
759     12-A86-j25-1   TA+dxx20      17.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
760     12-A86-j25-1   TA+i3y20      18.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
761     12-A86-j25-1   TA+7ly20      19.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
762     12-A86-j25-1   TA+foy20       2.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof        NJ 40294             1     656.0
763     12-A86-j25-1   TA+j3y20      20.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
764     12-A86-j25-1   TA+n3y20      21.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
765     12-A86-j25-1   TA+3dx20      22.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0       NaN
766     12-A86-j25-1   TA+gvw20      23.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale        NJ 40233             0     670.0
767     12-A86-j25-1   TA+i3y20      24.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
768     12-A86-j25-1   TA+n3y20      25.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0     671.0
769     12-A86-j25-1   TA+l3y20      26.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
770     12-A86-j25-1   TA+7ly20      27.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
771     12-A86-j25-1   TA+8ly20      28.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
772     12-A86-j25-1   TA+i7y20      29.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
773     12-A86-j25-1   TA+6gy20       3.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof        NJ 40294             1     657.0
774     12-A86-j25-1   TA+j3y20      30.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
775     12-A86-j25-1   TA+dxx20      31.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
776     12-A86-j25-1   TA+56x20      32.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0       NaN
777     12-A86-j25-1   TA+3dx20      33.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0     672.0
778     12-A86-j25-1   TA+gvw20      34.TA.12-A86-j25-1.2.H     12-A86-j25-1.2.H                    La Spezia, Centrale          NJ 233             0     673.0
779     12-A86-j25-1   TA+89x20      35.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof          NJ 235             1     667.0
780     12-A86-j25-1   TA+89x20      36.TA.12-A86-j25-1.1.R     12-A86-j25-1.1.R                      Wien Hauptbahnhof        NJ 40294             1     661.0
